8199223,0.0,0.0,2.0,0.041666666666666664,0.0,0.0,1.0,0.0,69
8170879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358
6460514,6.0,21.5,2.0,0.22905027932960895,1.0,19.0,1.0,0.0,276
6823653,0.0,0.0,2.0,0.008450704225352112,1.0,89.0,2.0,0.0,352
8055171,1.7102371312897628,33.52641218430691,0.27183342972816654,0.0027682618775736185,2.100250626566416,38.39618276460382,1.0009939088886455,0.08405629458261037,5187
7662409,0.0,0.0,3.235668789808917,0.04001155101140106,2.9808917197452227,26.828025477707005,1.0,0.0,471
7792104,13.0,57.0,5.0,0.0,25.0,548.0,1.0,0.0,358
190086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358
8193422,1.0,1.0,16.0,0.1092436974789916,0.0,0.0,1.0,0.0,318
8066514,0.0,0.0,4.06871609403255,0.02113869876217392,1.2839059674502713,16.949367088607595,1.0,0.0,553
8172598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248
8073353,0.3741648106904232,6.3608017817371945,2.318485523385301,0.2891750898428883,1.093541202672606,51.16035634743875,1.0,0.0,449
8144966,0.0,0.0,2.0,0.03910614525139665,3.0,108.0,1.0,0.0,344
601527,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,1.0,0.0,203
476370,0.0,0.0,2.4893617021276597,0.009734934030666826,0.0,0.0,1.2198581560283688,0.9957446808510638,705
8074569,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,358
8064735,0.0,0.0,2.0,0.019305019305019305,2.0,71.0,1.0,0.0,254
8185355,2.0,1.0,1.0,0.007692307692307693,0.0,0.0,1.0,0.0,129
8014137,0.0,0.0,1.0,0.004291845493562232,1.0,1.0,1.0,0.0,232
7960263,0.0,0.0,1.0,0.7073863636363636,0.0,0.0,1.0,0.0,103
7398595,0.0,0.0,0.5,0.002793296089385475,0.0,0.0,1.0,0.0,712
8042317,0.0,0.0,0.0,0.0,3.0,125.0,1.0,0.0,269
8073915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210
8200560,1.0,25.0,5.0,0.00558659217877095,7.0,221.0,1.0,0.0,356
8065340,0.0,0.0,4.0,0.02127659574468085,0.0,0.0,1.0,0.0,230
8181137,0.0,0.0,1.0,0.0379746835443038,0.0,0.0,1.0,0.0,76
8173256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358
8173530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
8074659,0.0,0.0,3.0,0.08100558659217877,1.0,8.0,1.0,0.0,329
8073109,0.0,0.0,9.0,0.00558659217877095,9.0,168.0,1.0,0.0,356
7992530,0.9629629629629629,15.407407407407407,2.888888888888889,0.40190891171283327,0.0,0.0,1.0,0.0,216
7571312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,216
2541831,0.5,0.5,6.5,0.0,1.5,357.5,1.0,0.0,716
8167456,0.0,0.0,2.0,0.0111731843575419,0.0,0.0,1.0,0.0,354
