0.000000,-0.764706,-0.517857,-0.741935,-0.568182,-0.574468,-0.659091,-0.718750,-0.896552,-0.687500,-0.642857,-0.560976,-0.475000,-0.621622,-0.800000,-0.534884,-0.533333,-0.440000,-0.576923,-0.431818,-0.523810,-0.735294,-0.538462,-0.489796,-0.538462,-0.486486,-0.487805,-0.522727,-0.621622,-0.461538,-0.472727,-0.487805,-0.555556,-0.568182,-0.644444,-0.526316,-0.647059,-0.625000,-0.866667,-0.526316,-0.413043,-0.787879,-0.705882,-0.928571,-0.757576,-0.511628,-0.750000,-0.676471,-0.547619,-0.333333,-0.666667,-0.531915,-0.365385,-0.900000,-0.896552,-0.516667,-0.702703,-0.486486,-0.568182,-0.666667,-0.441860,-0.621622,-0.500000,-0.800000,-0.403846,-0.617647,-0.439024,-0.536585,-0.666667,-0.838710,-0.521739,-0.611111,-0.611111,-0.750000,-0.866667,-0.418605,-0.964286,-0.806452,-0.611111,-0.676471,-0.741935,-0.583333,-0.621622,-0.687500,-0.657143,-0.928571,-0.833333,-0.540541,-0.450000,-0.928571,-0.928571,-0.928571,-0.666667,-0.964286,-0.862069,-0.862069,-0.928571,-0.536585,-0.800000,-0.964286,-0.774194,-0.774194,-0.512195,-0.896552,-0.687500,-0.806452,-0.806452,-0.862069,-0.866667,-0.964286,-0.928571,-0.964286,-0.931034,-0.800000,-0.964286,-0.896552,-0.928571,-0.964286
-0.764706,0.000000,-0.722222,-0.545455,-0.708333,-0.703704,-0.583333,-0.583333,-0.666667,-0.583333,-0.590909,-0.571429,-0.650000,-0.529412,-0.800000,-0.695652,-0.680000,-0.666667,-0.718750,-0.750000,-0.590909,-0.642857,-0.631579,-0.655172,-0.687500,-0.647059,-0.666667,-0.666667,-0.588235,-0.631579,-0.800000,-0.571429,-0.647059,-0.625000,-0.600000,-0.666667,-0.571429,-0.550000,-0.500000,-0.611111,-0.692308,-0.538462,-0.571429,-0.875000,-0.461538,-0.652174,-0.583333,-0.500000,-0.727273,-0.760000,-0.538462,-0.666667,-0.687500,-0.600000,-0.777778,-0.700000,-0.647059,-0.647059,-0.625000,-0.615385,-0.695652,-0.529412,-0.700000,-0.700000,-0.812500,-0.571429,-0.666667,-0.619048,-0.769231,-0.818182,-0.769231,-0.562500,-0.687500,-0.833333,-0.700000,-0.695652,-0.875000,-0.727273,-0.687500,-0.642857,-0.636364,-0.562500,-0.588235,-0.583333,-0.533333,-0.750000,-0.400000,-0.647059,-0.600000,-0.750000,-0.875000,-0.750000,-0.437500,-0.750000,-0.777778,-0.777778,-0.750000,-0.571429,-0.600000,-0.875000,-0.727273,-0.545455,-0.619048,-0.666667,-0.583333,-0.818182,-0.727273,-0.777778,-0.700000,-0.875000,-0.750000,-0.875000,-0.777778,-0.700000,-0.750000,-0.888889,-0.750000,-0.875000
-0.517857,-0.722222,0.000000,-0.787879,-0.543478,-0.612245,-0.717391,-0.794118,-0.870968,-0.764706,-0.613636,-0.627907,-0.428571,-0.641026,-0.843750,-0.511111,-0.489362,-0.538462,-0.518519,-0.478261,-0.659091,-0.777778,-0.560976,-0.411765,-0.388889,-0.512821,-0.604651,-0.500000,-0.666667,-0.512195,-0.561404,-0.534884,-0.482143,-0.521739,-0.617021,-0.525000,-0.666667,-0.642857,-0.875000,-0.550000,-0.604167,-0.800000,-0.722222,-0.933333,-0.771429,-0.400000,-0.794118,-0.666667,-0.613636,-0.574468,-0.771429,-0.489796,-0.537037,-0.875000,-0.903226,-0.532258,-0.717949,-0.512821,-0.478261,-0.714286,-0.511111,-0.538462,-0.547619,-0.843750,-0.555556,-0.638889,-0.441860,-0.511628,-0.657143,-0.787879,-0.583333,-0.631579,-0.605263,-0.705882,-0.843750,-0.444444,-0.966667,-0.848485,-0.631579,-0.722222,-0.787879,-0.605263,-0.666667,-0.735294,-0.729730,-0.933333,-0.843750,-0.564103,-0.523810,-0.966667,-0.933333,-0.966667,-0.736842,-0.966667,-0.870968,-0.870968,-0.966667,-0.604651,-0.812500,-0.933333,-0.818182,-0.787879,-0.465116,-0.870968,-0.735294,-0.787879,-0.818182,-0.870968,-0.843750,-0.966667,-0.966667,-0.933333,-0.903226,-0.812500,-0.933333,-0.903226,-0.966667,-0.966667
-0.741935,-0.545455,-0.787879,0.000000,-0.714286,-0.708333,-0.809524,-0.333333,-0.666667,-0.222222,-0.684211,-0.666667,-0.529412,-0.571429,-0.571429,-0.650000,-0.681818,-0.740741,-0.793103,-0.666667,-0.631579,-0.454545,-0.562500,-0.769231,-0.724138,-0.500000,-0.666667,-0.666667,-0.642857,-0.562500,-0.781250,-0.611111,-0.741935,-0.666667,-0.772727,-0.533333,-0.363636,-0.764706,-0.714286,-0.533333,-0.695652,-0.600000,-0.454545,-0.600000,-0.800000,-0.650000,-0.555556,-0.545455,-0.631579,-0.681818,-0.300000,-0.666667,-0.758621,-0.714286,-0.833333,-0.783784,-0.642857,-0.500000,-0.714286,-0.300000,-0.600000,-0.500000,-0.647059,-0.428571,-0.758621,-0.363636,-0.611111,-0.555556,-0.700000,-0.625000,-0.695652,-0.692308,-0.538462,-0.666667,-0.714286,-0.600000,-0.800000,-0.750000,-0.461538,-0.363636,-0.250000,-0.461538,-0.428571,-0.222222,-0.416667,-0.600000,-0.571429,-0.500000,-0.529412,-0.800000,-0.800000,-0.800000,-0.384615,-1.000000,-0.500000,-0.666667,-0.800000,-0.555556,-0.428571,-0.800000,-0.500000,-0.500000,-0.555556,-0.666667,-0.222222,-0.625000,-0.750000,-0.666667,-0.857143,-1.000000,-0.800000,-0.800000,-0.666667,-0.285714,-0.800000,-0.666667,-0.800000,-1.000000
-0.568182,-0.708333,-0.543478,-0.714286,0.000000,-0.648649,-0.558824,-0.636364,-0.789474,-0.590909,-0.500000,-0.548387,-0.433333,-0.481481,-0.800000,-0.515152,-0.428571,-0.525000,-0.547619,-0.441176,-0.625000,-0.583333,-0.482759,-0.615385,-0.523810,-0.444444,-0.580645,-0.470588,-0.518519,-0.379310,-0.577778,-0.451613,-0.522727,-0.500000,-0.657143,-0.428571,-0.541667,-0.466667,-0.800000,-0.464286,-0.527778,-0.782609,-0.583333,-0.944444,-0.695652,-0.545455,-0.681818,-0.583333,-0.531250,-0.542857,-0.608696,-0.486486,-0.571429,-0.800000,-0.842105,-0.560000,-0.592593,-0.444444,-0.529412,-0.608696,-0.484848,-0.370370,-0.566667,-0.750000,-0.500000,-0.458333,-0.451613,-0.419355,-0.565217,-0.761905,-0.527778,-0.461538,-0.538462,-0.681818,-0.850000,-0.454545,-0.944444,-0.761905,-0.461538,-0.541667,-0.619048,-0.384615,-0.629630,-0.590909,-0.680000,-0.944444,-0.800000,-0.407407,-0.466667,-0.888889,-0.888889,-0.888889,-0.576923,-0.944444,-0.789474,-0.842105,-0.888889,-0.548387,-0.800000,-0.944444,-0.761905,-0.714286,-0.483871,-0.789474,-0.590909,-0.666667,-0.809524,-0.842105,-0.850000,-0.944444,-0.888889,-0.944444,-0.842105,-0.700000,-0.888889,-0.894737,-0.888889,-0.944444
-0.574468,-0.703704,-0.612245,-0.708333,-0.648649,0.000000,-0.648649,-0.680000,-0.863636,-0.680000,-0.600000,-0.529412,-0.575758,-0.633333,-0.782609,-0.666667,-0.552632,-0.604651,-0.666667,-0.459459,-0.514286,-0.666667,-0.531250,-0.547619,-0.577778,-0.566667,-0.617647,-0.594595,-0.700000,-0.593750,-0.500000,-0.588235,-0.595745,-0.486486,-0.578947,-0.580645,-0.629630,-0.636364,-0.826087,-0.548387,-0.487179,-0.692308,-0.555556,-0.904762,-0.653846,-0.611111,-0.680000,-0.592593,-0.571429,-0.500000,-0.615385,-0.525000,-0.577778,-0.782609,-0.863636,-0.603774,-0.566667,-0.566667,-0.621622,-0.615385,-0.500000,-0.633333,-0.636364,-0.739130,-0.511111,-0.555556,-0.617647,-0.529412,-0.692308,-0.833333,-0.512821,-0.655172,-0.620690,-0.720000,-0.869565,-0.555556,-0.904762,-0.750000,-0.620690,-0.629630,-0.708333,-0.551724,-0.566667,-0.600000,-0.607143,-0.904762,-0.782609,-0.600000,-0.545455,-0.904762,-0.904762,-0.904762,-0.586207,-0.904762,-0.818182,-0.818182,-0.904762,-0.558824,-0.739130,-0.952381,-0.750000,-0.708333,-0.588235,-0.863636,-0.600000,-0.750000,-0.750000,-0.818182,-0.826087,-0.952381,-0.904762,-0.904762,-0.909091,-0.739130,-0.952381,-0.863636,-0.904762,-0.952381
-0.659091,-0.583333,-0.717391,-0.809524,-0.558824,-0.648649,0.000000,-0.727273,-0.789474,-0.772727,-0.625000,-0.612903,-0.800000,-0.592593,-0.850000,-0.727273,-0.657143,-0.575000,-0.619048,-0.705882,-0.656250,-0.625000,-0.655172,-0.692308,-0.642857,-0.777778,-0.677419,-0.676471,-0.555556,-0.724138,-0.666667,-0.548387,-0.613636,-0.617647,-0.600000,-0.750000,-0.625000,-0.566667,-0.750000,-0.714286,-0.666667,-0.695652,-0.625000,-0.944444,-0.652174,-0.727273,-0.727273,-0.750000,-0.656250,-0.657143,-0.739130,-0.621622,-0.690476,-0.700000,-0.842105,-0.680000,-0.555556,-0.777778,-0.647059,-0.695652,-0.757576,-0.666667,-0.700000,-0.850000,-0.714286,-0.750000,-0.709677,-0.741935,-0.826087,-0.904762,-0.638889,-0.730769,-0.807692,-0.909091,-0.850000,-0.757576,-0.944444,-0.857143,-0.692308,-0.666667,-0.809524,-0.730769,-0.666667,-0.727273,-0.760000,-0.944444,-0.800000,-0.740741,-0.733333,-0.944444,-0.888889,-0.944444,-0.692308,-0.888889,-0.842105,-0.842105,-0.944444,-0.580645,-0.850000,-0.944444,-0.809524,-0.714286,-0.709677,-0.842105,-0.727273,-0.857143,-0.857143,-0.842105,-0.850000,-0.888889,-0.944444,-0.944444,-0.894737,-0.850000,-0.888889,-0.894737,-0.944444,-0.944444
-0.718750,-0.583333,-0.794118,-0.333333,-0.636364,-0.680000,-0.727273,0.000000,-0.714286,-0.300000,-0.650000,-0.684211,-0.555556,-0.400000,-0.375000,-0.714286,-0.652174,-0.678571,-0.733333,-0.636364,-0.700000,-0.583333,-0.588235,-0.777778,-0.733333,-0.466667,-0.578947,-0.636364,-0.533333,-0.529412,-0.727273,-0.526316,-0.750000,-0.681818,-0.782609,-0.500000,-0.333333,-0.611111,-0.625000,-0.500000,-0.666667,-0.545455,-0.416667,-0.666667,-0.727273,-0.619048,-0.600000,-0.416667,-0.600000,-0.652174,-0.272727,-0.680000,-0.733333,-0.625000,-0.571429,-0.763158,-0.666667,-0.466667,-0.681818,-0.272727,-0.619048,-0.533333,-0.666667,-0.375000,-0.733333,-0.333333,-0.578947,-0.578947,-0.636364,-0.777778,-0.625000,-0.714286,-0.571429,-0.700000,-0.875000,-0.571429,-0.833333,-0.666667,-0.428571,-0.333333,-0.222222,-0.428571,-0.466667,-0.200000,-0.461538,-0.833333,-0.625000,-0.466667,-0.555556,-0.833333,-0.666667,-0.833333,-0.428571,-0.833333,-0.571429,-0.428571,-0.833333,-0.578947,-0.375000,-1.000000,-0.555556,-0.333333,-0.578947,-0.571429,-0.200000,-0.666667,-0.555556,-0.428571,-0.750000,-0.833333,-0.833333,-1.000000,-0.857143,-0.375000,-0.833333,-0.714286,-0.833333,-0.833333
-0.896552,-0.666667,-0.870968,-0.666667,-0.789474,-0.863636,-0.789474,-0.714286,0.000000,-0.714286,-0.823529,-0.750000,-0.800000,-0.666667,-0.600000,-0.777778,-0.800000,-0.880000,-0.888889,-0.842105,-0.823529,-0.666667,-0.785714,-0.875000,-0.888889,-0.750000,-0.875000,-0.789474,-0.750000,-0.785714,-0.900000,-0.812500,-0.862069,-0.789474,-0.850000,-0.769231,-0.666667,-0.733333,-0.600000,-0.692308,-0.857143,-0.875000,-0.555556,-0.666667,-0.625000,-0.833333,-0.571429,-0.666667,-0.764706,-0.850000,-0.750000,-0.818182,-0.851852,-0.400000,-0.750000,-0.885714,-0.750000,-0.750000,-0.842105,-0.625000,-0.833333,-0.750000,-0.800000,-0.600000,-0.888889,-0.666667,-0.812500,-0.812500,-0.750000,-0.833333,-0.904762,-0.636364,-0.818182,-0.714286,-0.800000,-0.833333,-0.666667,-0.666667,-0.727273,-0.666667,-0.833333,-0.727273,-0.833333,-0.571429,-0.800000,-0.666667,-0.600000,-0.750000,-0.800000,-0.666667,-0.666667,-0.666667,-0.818182,-1.000000,-0.750000,-0.750000,-0.666667,-0.750000,-0.600000,-0.666667,-0.666667,-0.500000,-0.812500,-0.500000,-0.571429,-0.666667,-0.500000,-0.750000,-0.600000,-1.000000,-0.666667,-0.666667,-0.750000,-0.800000,-0.333333,-0.750000,-0.666667,-1.000000
-0.687500,-0.583333,-0.764706,-0.222222,-0.590909,-0.680000,-0.772727,-0.300000,-0.714286,0.000000,-0.700000,-0.526316,-0.500000,-0.466667,-0.375000,-0.666667,-0.608696,-0.642857,-0.700000,-0.590909,-0.650000,-0.500000,-0.588235,-0.740741,-0.700000,-0.466667,-0.578947,-0.545455,-0.600000,-0.411765,-0.727273,-0.526316,-0.687500,-0.681818,-0.782609,-0.375000,-0.166667,-0.777778,-0.625000,-0.500000,-0.625000,-0.545455,-0.416667,-0.666667,-0.636364,-0.619048,-0.500000,-0.416667,-0.550000,-0.565217,-0.272727,-0.640000,-0.700000,-0.625000,-0.571429,-0.763158,-0.600000,-0.466667,-0.727273,-0.272727,-0.571429,-0.466667,-0.666667,-0.250000,-0.700000,-0.333333,-0.526316,-0.526316,-0.545455,-0.666667,-0.625000,-0.571429,-0.500000,-0.700000,-0.750000,-0.571429,-1.000000,-0.666667,-0.428571,-0.333333,-0.333333,-0.428571,-0.400000,-0.200000,-0.384615,-0.833333,-0.625000,-0.400000,-0.500000,-0.666667,-0.666667,-0.666667,-0.357143,-0.833333,-0.428571,-0.428571,-0.666667,-0.473684,-0.375000,-0.833333,-0.444444,-0.333333,-0.473684,-0.571429,-0.200000,-0.555556,-0.666667,-0.428571,-0.750000,-0.833333,-0.666667,-0.833333,-0.714286,-0.250000,-0.833333,-0.714286,-0.666667,-1.000000
