20	-130.68
11	2.3799999999999955
9	0.8799999999999955
2	-8.840000000000003
6	0.0
9	0.07999999999998408
13	1.3000000000000114
7	0.10000000000002274
7	0.0
24	0.0
49	0.5200000000000102
12	0.08000000000000185
21	0.060000000000002274
7	3.269999999999982
4	-168.13
7	0.0
11	1.539999999999992
5	0.0
28	8.409999999999997
17	3.6500000000000057
3	0.0
5	0.0
5	0.0
15	1.1400000000000148
7	1.2299999999999898
4	-4.030000000000001
9	0.0
10	0.0
5	0.0
9	0.0
8	1.990000000000009
10	1.0699999999999932
6	0.0
2	0.0
7	0.0
4	0.0
8	0.0
5	0.0
2	0.0
7	0.0
13	-101.17000000000002
2	-6.189999999999998
5	0.9799999999999898
6	1.6199999999999761
4	0.0
18	6.409999999999997
3	0.0
42	1.9300000000000068
3	0.0
3	0.0
7	-10.0
4	0.0
16	5.639999999999986
11	1.460000000000008
6	1.5800000000000125
11	3.0200000000000102
8	1.5699999999999932
5	0.0
23	8.379999999999995
3	0.0
5	0.0
7	1.9300000000000068
2	0.0
4	0.0
10	2.8100000000000023
11	2.660000000000025
22	-245.84
5	0.0
21	6.990000000000009
11	2.8799999999999955
13	3.219999999999999
63	22.650000000000006
11	2.930000000000007
4	0.0
23	7.139999999999986
6	1.7700000000000387
16	4.550000000000011
5	1.7799999999999727
9	2.9499999999999886
14	4.710000000000036
9	1.7200000000000273
9	0.0
6	0.0
11	7.780000000000001
8	0.0
7	0.0
2	3.1999999999999886
1	1.0
12	-2.9200000000000017
264	0.5200000000000102
1	1.0
28	-212.823
7	160.777
1	1.4300000000000068
1	1.0
16	3.559999999999974
9	4.0
8	1.4799999999999898
3	0.0
6	1.0400000000000205
9	3.6399999999999864
24	-55.16
8	33.617000000000004
145	4.959999999999994
1	-53.583
2	1.0
5	2.760000000000005
4	-37.2
1	-15.863
4	-6.280000000000001
7	2.5200000000000102
8	-357.7221
41	0.0
129	0.0
3	-10.782249999999976
24	0.0
164	0.0
175	1.722610000000003
1	-10.911939999999987
84	0.0
372	16.98064999999997
119	-60.06437999999997
2	1.5200000000000387
72	-0.23150000000001114
114	0.0
35	0.9095500000000243
60	0.0
62	0.0
31	0.0
52	0.0
92	0.0
148	0.0
22	0.0
42	0.0
4	17.440000000000005
19	0.0
21	0.47999999999996135
1	-216.303
4	4.32
1	2.08
1	29.817000000000007
1	1.5600000000000023
1	0.4399999999999977
